0.000000000000000000e+00,-0.000000000000000000e+00
2.083333333333333218e-02,8.066811831515560499e-18
4.166666666666666435e-02,8.856006463831217826e-04
6.250000000000000000e-02,1.782733439870207636e-03
8.333333333333332871e-02,2.482196799725698306e-03
1.041666666666666574e-01,4.956546591179031118e-03
1.250000000000000000e-01,6.014680639947265865e-03
1.458333333333333148e-01,6.477219463926407045e-03
1.666666666666666574e-01,1.153314292519496548e-02
1.875000000000000000e-01,1.067951853720009586e-02
2.083333333333333148e-01,1.057042453420645525e-02
2.291666666666666574e-01,1.983974729329041758e-02
2.500000000000000000e-01,2.405086051011327136e-02
2.708333333333333148e-01,1.431649763079616798e-02
2.916666666666666297e-01,6.432564938046203204e-03
3.125000000000000000e-01,1.105656433752622188e-02
3.333333333333333148e-01,1.630114962285959812e-02
3.541666666666666297e-01,1.157496213979359104e-02
3.750000000000000000e-01,9.607048733243115507e-03
3.958333333333333148e-01,2.019955901340180979e-02
4.166666666666666297e-01,2.740038535318401261e-02
4.375000000000000000e-01,2.074197828382617903e-02
4.583333333333333148e-01,1.591723525765680394e-02
4.791666666666666297e-01,2.347903147581235223e-02
5.000000000000000000e-01,2.759002166785324422e-02
5.208333333333332593e-01,1.836761049690951303e-02
5.416666666666666297e-01,1.138335010066322296e-02
5.625000000000000000e-01,1.694116686319763893e-02
5.833333333333332593e-01,1.986290513411040001e-02
6.041666666666666297e-01,1.577673304549826946e-02
6.250000000000000000e-01,1.795578438640598948e-02
6.458333333333332593e-01,2.558262054022074003e-02
6.666666666666666297e-01,2.495603708701946491e-02
6.875000000000000000e-01,2.327800217484922093e-02
7.083333333333332593e-01,3.104241440925587306e-02
7.291666666666666297e-01,3.519799597311832479e-02
7.500000000000000000e-01,2.567472597714750421e-02
7.708333333333332593e-01,1.916547838945164423e-02
7.916666666666666297e-01,2.606903642312811270e-02
8.125000000000000000e-01,3.038146736624267735e-02
8.333333333333332593e-01,2.102749104174900935e-02
8.541666666666666297e-01,1.457196969222236856e-02
8.750000000000000000e-01,2.161279356816560998e-02
8.958333333333332593e-01,2.624909861052777613e-02
9.166666666666666297e-01,1.721659238043877702e-02
9.375000000000000000e-01,1.088285680077132923e-02
9.583333333333332593e-01,1.801520817036511221e-02
9.791666666666666297e-01,2.279834570244049924e-02
1.000000000000000000e+00,1.382005916979645380e-02
1.020833333333333259e+00,7.552560780685418050e-03
1.041666666666666519e+00,1.480308169200979934e-02
1.062500000000000000e+00,1.972492126398296686e-02
1.083333333333333259e+00,1.096425178120770567e-02
1.104166666666666519e+00,4.962066742981914060e-03
1.125000000000000000e+00,1.247450453475124933e-02
1.145833333333333259e+00,1.759811300803299644e-02
1.166666666666666519e+00,8.973084912533627749e-03
1.187500000000000000e+00,3.164075048366558722e-03
1.208333333333333259e+00,1.085152982813656838e-02
1.229166666666666519e+00,1.604182256298607168e-02
1.250000000000000000e+00,7.506140608077815218e-03
1.270833333333333259e+00,1.849744153736910309e-03
1.291666666666666519e+00,8.751917787578462199e-03
1.312500000000000000e+00,1.245997982639075394e-02
1.333333333333333259e+00,2.464844488352942609e-03
1.354166666666666519e+00,-4.540323081624973896e-03
1.375000000000000000e+00,1.889893043649017038e-03
1.395833333333333259e+00,5.623657281878084897e-03
1.416666666666666519e+00,-4.323825665820276408e-03
1.437500000000000000e+00,-1.118837755585004416e-02
