0.000000000000000000e+00,-2.040902900923658725e-01
2.083333333333333218e-02,-1.227208963043924239e-01
4.166666666666666435e-02,-6.968643319067487074e-02
6.250000000000000000e-02,-3.532061334277106918e-02
8.333333333333332871e-02,-1.324518540279491161e-02
1.041666666666666574e-01,7.687382959698108725e-04
1.250000000000000000e-01,9.564524920812379066e-03
1.458333333333333148e-01,1.486000519317490047e-02
1.666666666666666574e-01,1.778223239321389398e-02
1.875000000000000000e-01,1.944081956903942476e-02
2.083333333333333148e-01,1.996495205385316607e-02
2.291666666666666574e-01,2.003441428073723246e-02
2.500000000000000000e-01,1.966184826532856728e-02
2.708333333333333148e-01,1.901704328952667084e-02
2.916666666666666297e-01,1.826883895065855093e-02
3.125000000000000000e-01,1.743494172920769317e-02
3.333333333333333148e-01,1.649369049708961435e-02
3.541666666666666297e-01,1.550496006454425181e-02
3.750000000000000000e-01,1.461778517266292682e-02
3.958333333333333148e-01,1.365762025364343143e-02
4.166666666666666297e-01,1.277760507103637387e-02
4.375000000000000000e-01,1.192073751322829563e-02
4.583333333333333148e-01,1.127527625909658694e-02
4.791666666666666297e-01,1.068334262890511047e-02
5.000000000000000000e-01,1.000765403579766469e-02
5.208333333333332593e-01,9.462478987230672073e-03
5.416666666666666297e-01,9.088309751854517157e-03
5.625000000000000000e-01,8.551667439043309296e-03
5.833333333333332593e-01,8.165023535142814162e-03
6.041666666666666297e-01,7.613940576472186424e-03
6.250000000000000000e-01,7.280984329809648235e-03
6.458333333333332593e-01,7.036546367440627697e-03
6.666666666666666297e-01,6.687024897881543167e-03
6.875000000000000000e-01,6.392667255623628482e-03
7.083333333333332593e-01,6.076187447736642287e-03
7.291666666666666297e-01,5.900399865322917235e-03
7.500000000000000000e-01,5.688261475893874666e-03
7.708333333333332593e-01,5.297180117655049189e-03
7.916666666666666297e-01,5.282434366085869866e-03
8.125000000000000000e-01,4.938735944687295924e-03
8.333333333333332593e-01,4.780442826798968030e-03
8.541666666666666297e-01,5.021675687927898424e-03
8.750000000000000000e-01,4.288288966489215391e-03
8.958333333333332593e-01,4.463514007259113472e-03
9.166666666666666297e-01,4.130626716810430546e-03
9.375000000000000000e-01,3.854013245328669589e-03
9.583333333333332593e-01,3.825562858364089242e-03
9.791666666666666297e-01,3.687482818213103780e-03
1.000000000000000000e+00,3.520799354767518985e-03
1.020833333333333259e+00,3.287562021373443763e-03
